READ SERR 1
@norm_1ph_per_keVcm2s_wabs-0.pco
!
0.180132687 1.11945395E-4 0.125439361
0.180356726 1.12084621E-4 0.126328707
0.180581033 1.12224021E-4 0.127221376
0.180805624 1.12363596E-4 0.128117353
0.181030482 1.12503338E-4 0.129016668
0.181255639 1.12643262E-4 0.12991938
0.181481063 1.12783353E-4 0.130825371
0.181706771 1.12923619E-4 0.131734699
0.181932747 1.13064059E-4 0.132647306
0.182159021 1.13204682E-4 0.133563191
0.182385579 1.13345472E-4 0.134482384
0.182612404 1.13486436E-4 0.135404885
0.182839513 1.13627582E-4 0.136330664
0.183066919 1.13768896E-4 0.137259662
0.183294594 1.13910392E-4 0.138191909
0.183522552 1.14052062E-4 0.139127403
0.183750808 1.14193906E-4 0.140066147
0.183979332 1.14335933E-4 0.141008109
0.184208155 1.14478127E-4 0.141953275
0.184437245 1.14620503E-4 0.142901659
0.184666634 1.14763061E-4 0.143853232
0.184896305 1.14905786E-4 0.144807994
0.18512626 1.15048693E-4 0.14576593
0.185356498 1.15191782E-4 0.146726996
0.185587019 1.15335046E-4 0.14769125
0.185817838 1.15478484E-4 0.148658663
0.18604894 1.15622104E-4 0.149629176
0.186280325 1.15765906E-4 0.150602832
0.186511993 1.15909883E-4 0.151579574
0.18674396 1.16054041E-4 0.1525594
0.186976209 1.16198375E-4 0.15354234
0.187208757 1.1634289E-4 0.154528409
0.187441587 1.16487587E-4 0.155517459
0.187674701 1.16632458E-4 0.156509563
0.187908113 1.16777512E-4 0.157504767
0.188141823 1.16922747E-4 0.158502966
0.188375801 1.17068164E-4 0.15950422
0.188610092 1.17213764E-4 0.160508528
0.188844666 1.17359545E-4 0.161515787
0.189079523 1.175055E-4 0.162526011
0.189314678 1.17651645E-4 0.163539231
0.189550132 1.17797965E-4 0.164555401
0.189785883 1.17944466E-4 0.165574521
0.190021917 1.18091157E-4 0.166596591
0.190258235 1.18238029E-4 0.167621568
0.190494865 1.18385076E-4 0.168649495
0.190731779 1.18532313E-4 0.169680327
0.19096899 1.18679731E-4 0.170714036
0.1912065 1.18827331E-4 0.171750605
0.191444308 1.1897512E-4 0.172790036
0.191682398 1.19123084E-4 0.173832327
0.191920802 1.19271237E-4 0.17487745
0.192159489 1.19419572E-4 0.175925478
0.192398474 1.19568096E-4 0.176976264
0.192637756 1.19716802E-4 0.17802985
0.192877337 1.19865697E-4 0.179086193
0.193117216 1.20014767E-4 0.180145279
0.193357408 1.20164033E-4 0.181207225
0.193597883 1.20313482E-4 0.182271957
0.193838656 1.20463112E-4 0.183339328
0.194079727 1.20612931E-4 0.18440944
0.194321111 1.20762939E-4 0.185482234
0.194562778 1.2091313E-4 0.18655774
0.194804758 1.21063509E-4 0.187635958
0.195047036 1.21214078E-4 0.188716799
0.195289612 1.21364828E-4 0.189800322
0.195532501 1.21515768E-4 0.190886453
0.195775673 1.21666897E-4 0.191975236
0.196019158 1.21818215E-4 0.193066657
0.196262956 1.21969715E-4 0.19416064
0.196507052 1.22121404E-4 0.195257217
0.196751446 1.22273297E-4 0.196356386
0.196996137 1.22425365E-4 0.197458073
0.197241142 1.22577621E-4 0.198562324
0.197486445 1.22730067E-4 0.199669063
0.197732061 1.22882717E-4 0.200778306
0.197977975 1.23035541E-4 0.201890096
0.198224202 1.23188554E-4 0.20300436
0.198470727 1.23341772E-4 0.204121053
0.198717564 1.23495163E-4 0.20524022
0.198964715 1.23648759E-4 0.20636186
0.199212164 1.23802543E-4 0.207485884
0.199459925 1.23956517E-4 0.208612382
0.199707985 1.2411068E-4 0.209741235
0.199956372 1.24265032E-4 0.210872471
0.200205058 1.24419574E-4 0.212006062
0.200454041 1.24574319E-4 0.213142008
0.200703353 1.24729253E-4 0.214280292
0.200952962 1.24884376E-4 0.215420872
0.201202884 1.25039689E-4 0.216563746
0.20145312 1.25195205E-4 0.217708945
0.201703668 1.25350911E-4 0.218856469
0.201954529 1.25506805E-4 0.220006227
0.202205703 1.25662904E-4 0.221158192
0.202457175 1.25819191E-4 0.222312391
0.202708974 1.25975668E-4 0.22346884
0.202961087 1.26132349E-4 0.224627465
0.203213498 1.26289218E-4 0.225788206
0.203466237 1.26446277E-4 0.226951182
0.203719288 1.2660354E-4 0.228116319
0.203972653 1.26760991E-4 0.229283571
0.20422633 1.26918647E-4 0.230452955
0.20448032 1.27076491E-4 0.231624395
0.204734638 1.2723454E-4 0.232797965
0.204989269 1.27392777E-4 0.233973622
0.205244213 1.27551219E-4 0.23515135
0.20549947 1.27709849E-4 0.236331031
0.205755055 1.27868683E-4 0.237512767
0.206010953 1.28027707E-4 0.23869662
0.206267163 1.28186934E-4 0.23988238
0.206523687 1.28346364E-4 0.241070122
0.206780553 1.28505984E-4 0.242259786
0.207037717 1.28665808E-4 0.243451431
0.207295209 1.28825835E-4 0.244645089
0.207553014 1.28986052E-4 0.245840564
0.207811147 1.29146472E-4 0.247037977
0.208069608 1.29307096E-4 0.248237312
0.208328381 1.2946791E-4 0.249438494
